Date,Time,Curve,Qflag,Site,Leaf Age,Chl a+b,Na,Pa,SLA,A,gs,Cᵢ,Trmmol,Dₗ,Area,StmRat,Gbv,T,Tₗ,TBlk,CO2R,Cₐ,H2OR,H2OS,RH_R,Rh,Flow,PPFD,P,VPD,AVPD,g1,g0,TPURef,RdRef,JMaxRef,VcMaxRef,g1PE,g0PE,TPURefPE,RdRefPE,JMaxRefPE,VcMaxRefPE
2001-11-14,09:38:00.0,1,1,2,0,434.0988776,2.429077976,0.194451524,5.169,10.58833333,0.25372,139.1666667,2.305,0.566166667,6,1,2.84,16.88833333,17.74166667,16.93666667,201.5333333,188.35,14.0995,16.8195,63.89,0.76215,500.0666667,1500.166667,87.49166667,0.566166667,0.07471190873954736,0.2565742931288444,0.18387684732068854,12.020718933526737,0.0,235.73315473488708,92.21266952029822,-0.8103855948663661,0.24849383534712285,1.0e6,1.412066329331653,266.4956006204582,107.16067372668977
2001-11-14,09:40:00.0,1,1,2,0,434.0988776,2.429077976,0.194451524,5.169,4.193333333,0.25573,75.5,2.385,0.5815,6,1,2.84,17.23166667,18.05333333,17.31833333,100.4166667,95.15,14.29233333,17.10833333,63.37,0.7585999999999999,499.9833333,1499.666667,87.49,0.5815,0.057793065895533076,0.2565742931288444,0.18387684732068854,12.020718933526737,0.0,235.73315473488708,92.21266952029822,-0.8103855948663661,0.24849383534712285,1.0e6,1.412066329331653,266.4956006204582,107.16067372668977
2001-11-14,09:42:00.0,1,1,2,0,434.0988776,2.429077976,0.194451524,5.169,0.680833333,0.25711,45.61666667,2.541666667,0.615833333,6,1,2.84,17.78,18.59166667,17.885,50.15,49.2,14.53416667,17.52916667,62.24666667,0.75075,500.1166667,1499.166667,87.49833333,0.615833333,0.017633726941351142,0.2565742931288444,0.18387684732068854,12.020718933526737,0.0,235.73315473488708,92.21266952029822,-0.8103855948663661,0.24849383534712285,1.0e6,1.412066329331653,266.4956006204582,107.16067372668977
2001-11-14,09:44:00.0,1,1,2,0,434.0988776,2.429077976,0.194451524,5.169,-2.808333333,0.25637,17.95,2.653333333,0.644333333,6,1,2.84,18.31333333,19.08833333,18.425,2.233333333,5.6,14.85683333,17.982,61.53833333,0.7448333332999999,500.3,1499.0,87.495,0.644333333,-0.6247486527013487,0.2565742931288444,0.18387684732068854,12.020718933526737,0.0,235.73315473488708,92.21266952029822,-0.8103855948663661,0.24849383534712285,1.0e6,1.412066329331653,266.4956006204582,107.16067372668977
2001-11-14,09:48:00.0,1,1,2,0,434.0988776,2.429077976,0.194451524,5.169,21.71666667,0.24416,269.3333333,2.543333333,0.644833333,6,1,2.84,18.65666667,19.265,18.845,401.4333333,374.2666667,15.25616667,18.25133333,61.845,0.7399,500.4333333,1500.0,87.5,0.644833333,0.07225838930089407,0.2565742931288444,0.18387684732068854,12.020718933526737,0.0,235.73315473488708,92.21266952029822,-0.8103855948663661,0.24849383534712285,1.0e6,1.412066329331653,266.4956006204582,107.16067372668977
2001-11-14,09:50:00.0,1,1,2,0,434.0988776,2.429077976,0.194451524,5.169,33.01666667,0.23896,596.5,2.478333333,0.639333333,6,1,2.84,18.825,19.385,19.01833333,802.7833333,760.9,15.58766667,18.50483333,62.535,0.7423833333000001,500.1166667,1499.666667,87.50833333,0.639333333,0.054267768933758447,0.2565742931288444,0.18387684732068854,12.020718933526737,0.0,235.73315473488708,92.21266952029822,-0.8103855948663661,0.24849383534712285,1.0e6,1.412066329331653,266.4956006204582,107.16067372668977
2001-11-14,09:52:00.0,1,1,2,0,434.0988776,2.429077976,0.194451524,5.169,34.81666667,0.23811,779.5,2.456666667,0.635666667,6,1,2.84,18.97166667,19.53333333,19.16833333,1000.016667,955.4,15.89233333,18.78383333,63.175,0.7467,500.1,1499.833333,87.505,0.635666667,0.0457074753178963,0.2565742931288444,0.18387684732068854,12.020718933526737,0.0,235.73315473488708,92.21266952029822,-0.8103855948663661,0.24849383534712285,1.0e6,1.412066329331653,266.4956006204582,107.16067372668977
2001-11-14,09:54:00.0,1,1,2,0,434.0988776,2.429077976,0.194451524,5.169,36.85,0.23577,966.1666667,2.43,0.634666667,6,1,2.84,19.16333333,19.68666667,19.345,1202.933333,1155.4,16.1855,19.04533333,63.575,0.7480666667,500.2666667,1500.666667,87.50833333,0.634666667,0.04003430414300297,0.2565742931288444,0.18387684732068854,12.020718933526737,0.0,235.73315473488708,92.21266952029822,-0.8103855948663661,0.24849383534712285,1.0e6,1.412066329331653,266.4956006204582,107.16067372668977
2001-11-14,09:56:00.0,1,1,2,0,434.0988776,2.429077976,0.194451524,5.169,32.15,0.21985,981.3333333,2.126666667,0.590666667,6,1,2.84,19.26666667,19.31666667,19.49,1199.083333,1157.616667,16.4565,18.95616667,64.23,0.7398666667,500.4333333,999.3333333,87.51,0.590666667,0.036136407477907466,0.2565742931288444,0.18387684732068854,12.020718933526737,0.0,235.73315473488708,92.21266952029822,-0.8103855948663661,0.24849383534712285,1.0e6,1.412066329331653,266.4956006204582,107.16067372668977
2001-11-14,09:58:00.0,1,1,2,0,434.0988776,2.429077976,0.194451524,5.169,23.98333333,0.19798,1023.333333,1.805,0.551166667,6,1,2.84,19.40833333,18.945,19.70833333,1199.983333,1168.7,16.69166667,18.81466667,64.58333333,0.7279333333,500.2,499.5,87.50166667,0.551166667,0.027641717685383267,0.2565742931288444,0.18387684732068854,12.020718933526737,0.0,235.73315473488708,92.21266952029822,-0.8103855948663661,0.24849383534712285,1.0e6,1.412066329331653,266.4956006204582,107.16067372668977
